,Frame,Engine,Engine Coords,Hand,Hand Coords
176,0,+,"([[241, 1155], [788, 1901], [241, 1901], [788, 1155]], 514, 1528)",+,"([[469, 797], [886, 1060], [469, 1060], [886, 797]], 677, 928)"
177,0,+,"([[240, 1164], [788, 1897], [240, 1897], [788, 1164]], 514, 1530)",+,"([[476, 797], [888, 1058], [476, 1058], [888, 797]], 682, 927)"
178,0,+,"([[238, 1165], [787, 1897], [238, 1897], [787, 1165]], 512, 1531)",+,"([[476, 797], [883, 1060], [476, 1060], [883, 797]], 679, 928)"
179,0,+,"([[239, 1165], [788, 1896], [239, 1896], [788, 1165]], 513, 1530)",+,"([[476, 801], [882, 1061], [476, 1061], [882, 801]], 679, 931)"
180,0,+,"([[240, 1169], [786, 1893], [240, 1893], [786, 1169]], 513, 1531)",+,"([[475, 805], [882, 1061], [475, 1061], [882, 805]], 678, 933)"
181,0,+,"([[240, 1167], [783, 1893], [240, 1893], [783, 1167]], 511, 1530)",+,"([[475, 807], [884, 1064], [475, 1064], [884, 807]], 679, 935)"
182,0,+,"([[240, 1167], [780, 1898], [240, 1898], [780, 1167]], 510, 1532)",+,"([[473, 808], [879, 1067], [473, 1067], [879, 808]], 676, 937)"
183,0,+,"([[243, 1170], [779, 1907], [243, 1907], [779, 1170]], 511, 1538)",+,"([[473, 805], [877, 1070], [473, 1070], [877, 805]], 675, 937)"
184,0,+,"([[241, 1168], [777, 1906], [241, 1906], [777, 1168]], 509, 1537)",+,"([[465, 809], [878, 1066], [465, 1066], [878, 809]], 671, 937)"
185,0,+,"([[239, 1169], [775, 1906], [239, 1906], [775, 1169]], 507, 1537)",+,"([[466, 814], [875, 1070], [466, 1070], [875, 814]], 670, 942)"
186,0,+,"([[238, 1170], [775, 1906], [238, 1906], [775, 1170]], 506, 1538)",+,"([[463, 819], [871, 1071], [463, 1071], [871, 819]], 667, 945)"
187,0,+,"([[235, 1164], [771, 1900], [235, 1900], [771, 1164]], 503, 1532)",+,"([[458, 817], [878, 1071], [458, 1071], [878, 817]], 668, 944)"
188,0,+,"([[235, 1163], [770, 1898], [235, 1898], [770, 1163]], 502, 1530)",+,"([[456, 820], [875, 1071], [456, 1071], [875, 820]], 665, 945)"
189,0,+,"([[235, 1162], [767, 1898], [235, 1898], [767, 1162]], 501, 1530)",+,"([[445, 821], [875, 1071], [445, 1071], [875, 821]], 660, 946)"
190,0,+,"([[234, 1162], [765, 1898], [234, 1898], [765, 1162]], 499, 1530)",+,"([[437, 820], [878, 1073], [437, 1073], [878, 820]], 657, 946)"
191,0,+,"([[232, 1162], [765, 1898], [232, 1898], [765, 1162]], 498, 1530)",+,"([[421, 822], [866, 1080], [421, 1080], [866, 822]], 643, 951)"
192,0,+,"([[233, 1159], [762, 1897], [233, 1897], [762, 1159]], 497, 1528)",+,"([[404, 819], [873, 1071], [404, 1071], [873, 819]], 638, 945)"
193,0,+,"([[232, 1160], [760, 1896], [232, 1896], [760, 1160]], 496, 1528)",+,"([[394, 821], [870, 1073], [394, 1073], [870, 821]], 632, 947)"
194,0,+,"([[230, 1161], [760, 1899], [230, 1899], [760, 1161]], 495, 1530)",+,"([[394, 825], [872, 1077], [394, 1077], [872, 825]], 633, 951)"
195,0,+,"([[228, 1161], [760, 1899], [228, 1899], [760, 1161]], 494, 1530)",+,"([[400, 824], [885, 1082], [400, 1082], [885, 824]], 642, 953)"
196,0,+,"([[227, 1163], [759, 1901], [227, 1901], [759, 1163]], 493, 1532)",+,"([[407, 833], [889, 1083], [407, 1083], [889, 833]], 648, 958)"
197,0,+,"([[227, 1166], [758, 1906], [227, 1906], [758, 1166]], 492, 1536)",+,"([[421, 840], [898, 1076], [421, 1076], [898, 840]], 659, 958)"
198,0,+,"([[228, 1166], [758, 1906], [228, 1906], [758, 1166]], 493, 1536)",+,"([[431, 832], [904, 1070], [431, 1070], [904, 832]], 667, 951)"
199,0,+,"([[229, 1164], [758, 1907], [229, 1907], [758, 1164]], 493, 1535)",+,"([[437, 821], [897, 1060], [437, 1060], [897, 821]], 667, 940)"
200,0,+,"([[226, 1163], [756, 1900], [226, 1900], [756, 1163]], 491, 1531)",+,"([[438, 818], [892, 1056], [438, 1056], [892, 818]], 665, 937)"
201,0,+,"([[226, 1163], [756, 1901], [226, 1901], [756, 1163]], 491, 1532)",+,"([[435, 822], [901, 1058], [435, 1058], [901, 822]], 668, 940)"
202,0,+,"([[228, 1164], [756, 1906], [228, 1906], [756, 1164]], 492, 1535)",+,"([[438, 823], [893, 1058], [438, 1058], [893, 823]], 665, 940)"
203,0,+,"([[226, 1165], [757, 1905], [226, 1905], [757, 1165]], 491, 1535)",+,"([[434, 821], [896, 1057], [434, 1057], [896, 821]], 665, 939)"
204,0,+,"([[227, 1164], [757, 1906], [227, 1906], [757, 1164]], 492, 1535)",+,"([[436, 817], [886, 1056], [436, 1056], [886, 817]], 661, 936)"
205,0,+,"([[230, 1164], [757, 1907], [230, 1907], [757, 1164]], 493, 1535)",+,"([[432, 814], [887, 1055], [432, 1055], [887, 814]], 659, 934)"
206,0,+,"([[228, 1162], [755, 1900], [228, 1900], [755, 1162]], 491, 1531)",+,"([[433, 814], [885, 1055], [433, 1055], [885, 814]], 659, 934)"
207,0,+,"([[229, 1164], [756, 1905], [229, 1905], [756, 1164]], 492, 1534)",+,"([[432, 816], [886, 1053], [432, 1053], [886, 816]], 659, 934)"
208,0,+,"([[226, 1165], [754, 1897], [226, 1897], [754, 1165]], 490, 1531)",+,"([[428, 812], [892, 1055], [428, 1055], [892, 812]], 660, 933)"
209,0,+,"([[227, 1165], [757, 1905], [227, 1905], [757, 1165]], 492, 1535)",+,"([[427, 814], [887, 1054], [427, 1054], [887, 814]], 657, 934)"
210,0,+,"([[227, 1168], [755, 1906], [227, 1906], [755, 1168]], 491, 1537)",+,"([[422, 809], [890, 1052], [422, 1052], [890, 809]], 656, 930)"
211,0,+,"([[224, 1168], [754, 1909], [224, 1909], [754, 1168]], 489, 1538)",+,"([[420, 814], [892, 1058], [420, 1058], [892, 814]], 656, 936)"
212,0,+,"([[224, 1167], [753, 1906], [224, 1906], [753, 1167]], 488, 1536)",+,"([[415, 816], [889, 1058], [415, 1058], [889, 816]], 652, 937)"
213,0,+,"([[225, 1165], [752, 1907], [225, 1907], [752, 1165]], 488, 1536)",+,"([[414, 810], [898, 1060], [414, 1060], [898, 810]], 656, 935)"
214,0,+,"([[226, 1167], [752, 1906], [226, 1906], [752, 1167]], 489, 1536)",+,"([[413, 814], [892, 1054], [413, 1054], [892, 814]], 652, 934)"
215,0,+,"([[225, 1169], [753, 1907], [225, 1907], [753, 1169]], 489, 1538)",+,"([[415, 810], [901, 1057], [415, 1057], [901, 810]], 658, 933)"
216,0,+,"([[225, 1170], [754, 1907], [225, 1907], [754, 1170]], 489, 1538)",+,"([[420, 808], [905, 1061], [420, 1061], [905, 808]], 662, 934)"
217,0,+,"([[225, 1167], [753, 1907], [225, 1907], [753, 1167]], 489, 1537)",+,"([[418, 814], [901, 1059], [418, 1059], [901, 814]], 659, 936)"
218,0,+,"([[227, 1169], [752, 1906], [227, 1906], [752, 1169]], 489, 1537)",+,"([[435, 811], [907, 1057], [435, 1057], [907, 811]], 671, 934)"
219,0,+,"([[226, 1175], [751, 1907], [226, 1907], [751, 1175]], 488, 1541)",+,"([[459, 797], [950, 1059], [459, 1059], [950, 797]], 704, 928)"
220,0,+,"([[224, 1176], [751, 1908], [224, 1908], [751, 1176]], 487, 1542)",+,"([[501, 776], [1006, 1052], [501, 1052], [1006, 776]], 753, 914)"
221,0,+,"([[224, 1177], [750, 1910], [224, 1910], [750, 1177]], 487, 1543)",+,"([[552, 732], [1076, 1023], [552, 1023], [1076, 732]], 814, 877)"
222,0,+,"([[225, 1184], [749, 1910], [225, 1910], [749, 1184]], 487, 1547)",-,
223,0,+,"([[223, 1182], [747, 1910], [223, 1910], [747, 1182]], 485, 1546)",-,
224,0,+,"([[224, 1181], [747, 1909], [224, 1909], [747, 1181]], 485, 1545)",+,"([[687, 1698], [774, 1866], [687, 1866], [774, 1698]], 730, 1782)"
225,0,+,"([[224, 1182], [747, 1909], [224, 1909], [747, 1182]], 485, 1545)",-,
226,0,+,"([[224, 1184], [746, 1910], [224, 1910], [746, 1184]], 485, 1547)",+,"([[684, 1720], [780, 1851], [684, 1851], [780, 1720]], 732, 1785)"
227,0,+,"([[224, 1183], [746, 1909], [224, 1909], [746, 1183]], 485, 1546)",-,
228,0,+,"([[224, 1185], [747, 1909], [224, 1909], [747, 1185]], 485, 1547)",-,
229,0,+,"([[224, 1185], [746, 1909], [224, 1909], [746, 1185]], 485, 1547)",-,
230,0,+,"([[223, 1187], [746, 1910], [223, 1910], [746, 1187]], 484, 1548)",-,
231,0,+,"([[224, 1188], [745, 1909], [224, 1909], [745, 1188]], 484, 1548)",-,
232,0,+,"([[224, 1189], [746, 1909], [224, 1909], [746, 1189]], 485, 1549)",-,
233,0,+,"([[223, 1192], [750, 1909], [223, 1909], [750, 1192]], 486, 1550)",-,
234,0,+,"([[224, 1191], [752, 1908], [224, 1908], [752, 1191]], 488, 1549)",-,
235,0,+,"([[226, 1194], [753, 1908], [226, 1908], [753, 1194]], 489, 1551)",-,
236,0,+,"([[225, 1197], [751, 1908], [225, 1908], [751, 1197]], 488, 1552)",-,
237,0,+,"([[223, 1198], [749, 1910], [223, 1910], [749, 1198]], 486, 1554)",-,
238,0,+,"([[221, 1201], [746, 1913], [221, 1913], [746, 1201]], 483, 1557)",-,
239,0,+,"([[218, 1202], [744, 1913], [218, 1913], [744, 1202]], 481, 1557)",-,
240,0,+,"([[215, 1205], [743, 1914], [215, 1914], [743, 1205]], 479, 1559)",-,
241,0,+,"([[215, 1205], [743, 1914], [215, 1914], [743, 1205]], 479, 1559)",-,
242,0,+,"([[213, 1205], [742, 1915], [213, 1915], [742, 1205]], 477, 1560)",-,
243,0,+,"([[214, 1205], [742, 1915], [214, 1915], [742, 1205]], 478, 1560)",-,
244,0,+,"([[213, 1206], [741, 1915], [213, 1915], [741, 1206]], 477, 1560)",-,
245,0,+,"([[211, 1207], [742, 1915], [211, 1915], [742, 1207]], 476, 1561)",-,
246,0,+,"([[207, 1207], [742, 1917], [207, 1917], [742, 1207]], 474, 1562)",-,
247,0,+,"([[203, 1207], [741, 1918], [203, 1918], [741, 1207]], 472, 1562)",-,
248,0,+,"([[200, 1208], [740, 1918], [200, 1918], [740, 1208]], 470, 1563)",-,
249,0,+,"([[201, 1208], [740, 1918], [201, 1918], [740, 1208]], 470, 1563)",-,
250,0,+,"([[202, 1207], [740, 1918], [202, 1918], [740, 1207]], 471, 1562)",-,
251,0,+,"([[201, 1206], [739, 1918], [201, 1918], [739, 1206]], 470, 1562)",-,
252,0,+,"([[199, 1205], [738, 1918], [199, 1918], [738, 1205]], 468, 1561)",-,
253,0,+,"([[201, 1206], [738, 1918], [201, 1918], [738, 1206]], 469, 1562)",-,
254,0,+,"([[200, 1203], [737, 1918], [200, 1918], [737, 1203]], 468, 1560)",-,
255,0,+,"([[201, 1202], [736, 1917], [201, 1917], [736, 1202]], 468, 1559)",-,
256,0,+,"([[200, 1202], [736, 1917], [200, 1917], [736, 1202]], 468, 1559)",-,
257,0,+,"([[202, 1201], [736, 1916], [202, 1916], [736, 1201]], 469, 1558)",-,
258,0,+,"([[203, 1200], [736, 1916], [203, 1916], [736, 1200]], 469, 1558)",-,
259,0,+,"([[200, 1198], [736, 1916], [200, 1916], [736, 1198]], 468, 1557)",-,
260,0,+,"([[201, 1195], [735, 1916], [201, 1916], [735, 1195]], 468, 1555)",-,
261,0,+,"([[200, 1194], [736, 1916], [200, 1916], [736, 1194]], 468, 1555)",-,
262,0,+,"([[200, 1194], [736, 1917], [200, 1917], [736, 1194]], 468, 1555)",-,
263,0,+,"([[199, 1193], [736, 1917], [199, 1917], [736, 1193]], 467, 1555)",-,
264,0,+,"([[201, 1190], [736, 1916], [201, 1916], [736, 1190]], 468, 1553)",-,
265,0,+,"([[201, 1191], [737, 1916], [201, 1916], [737, 1191]], 469, 1553)",-,
266,0,+,"([[202, 1190], [738, 1916], [202, 1916], [738, 1190]], 470, 1553)",-,
267,0,+,"([[201, 1190], [738, 1916], [201, 1916], [738, 1190]], 469, 1553)",-,
268,0,+,"([[201, 1190], [738, 1915], [201, 1915], [738, 1190]], 469, 1552)",-,
269,0,+,"([[202, 1189], [738, 1915], [202, 1915], [738, 1189]], 470, 1552)",-,
270,0,+,"([[203, 1189], [738, 1915], [203, 1915], [738, 1189]], 470, 1552)",-,
271,0,+,"([[205, 1190], [738, 1914], [205, 1914], [738, 1190]], 471, 1552)",-,
272,0,+,"([[204, 1189], [738, 1914], [204, 1914], [738, 1189]], 471, 1551)",-,
273,0,+,"([[204, 1189], [737, 1914], [204, 1914], [737, 1189]], 470, 1551)",-,
274,0,+,"([[204, 1188], [737, 1914], [204, 1914], [737, 1188]], 470, 1551)",-,
275,0,+,"([[204, 1188], [737, 1913], [204, 1913], [737, 1188]], 470, 1550)",-,
276,0,+,"([[204, 1188], [737, 1914], [204, 1914], [737, 1188]], 470, 1551)",-,
277,0,+,"([[203, 1188], [737, 1915], [203, 1915], [737, 1188]], 470, 1551)",-,
278,0,+,"([[202, 1186], [738, 1914], [202, 1914], [738, 1186]], 470, 1550)",-,
279,0,+,"([[202, 1185], [737, 1914], [202, 1914], [737, 1185]], 469, 1549)",-,
280,0,+,"([[203, 1183], [738, 1913], [203, 1913], [738, 1183]], 470, 1548)",-,
281,0,+,"([[204, 1181], [738, 1913], [204, 1913], [738, 1181]], 471, 1547)",-,
282,0,+,"([[206, 1179], [738, 1913], [206, 1913], [738, 1179]], 472, 1546)",-,
283,0,+,"([[207, 1179], [738, 1911], [207, 1911], [738, 1179]], 472, 1545)",-,
284,0,+,"([[207, 1178], [739, 1911], [207, 1911], [739, 1178]], 473, 1544)",+,"([[578, 653], [1160, 957], [578, 957], [1160, 653]], 869, 805)"
285,0,+,"([[207, 1178], [738, 1912], [207, 1912], [738, 1178]], 472, 1545)",+,"([[534, 676], [1161, 987], [534, 987], [1161, 676]], 847, 831)"
286,0,+,"([[206, 1174], [737, 1912], [206, 1912], [737, 1174]], 471, 1543)",+,"([[563, 694], [1148, 1015], [563, 1015], [1148, 694]], 855, 854)"
287,0,+,"([[207, 1174], [737, 1913], [207, 1913], [737, 1174]], 472, 1543)",+,"([[582, 710], [1120, 1033], [582, 1033], [1120, 710]], 851, 871)"
288,0,+,"([[212, 1176], [737, 1913], [212, 1913], [737, 1176]], 474, 1544)",+,"([[597, 722], [1124, 1060], [597, 1060], [1124, 722]], 860, 891)"
289,0,+,"([[214, 1172], [737, 1913], [214, 1913], [737, 1172]], 475, 1542)",+,"([[580, 738], [1153, 1108], [580, 1108], [1153, 738]], 866, 923)"
290,0,+,"([[215, 1172], [737, 1912], [215, 1912], [737, 1172]], 476, 1542)",+,"([[576, 752], [1139, 1135], [576, 1135], [1139, 752]], 857, 943)"
291,0,+,"([[213, 1175], [738, 1913], [213, 1913], [738, 1175]], 475, 1544)",+,"([[577, 771], [1128, 1138], [577, 1138], [1128, 771]], 852, 954)"
292,0,+,"([[212, 1177], [738, 1912], [212, 1912], [738, 1177]], 475, 1544)",+,"([[575, 772], [1118, 1123], [575, 1123], [1118, 772]], 846, 947)"
293,0,+,"([[213, 1176], [738, 1912], [213, 1912], [738, 1176]], 475, 1544)",+,"([[579, 770], [1109, 1118], [579, 1118], [1109, 770]], 844, 944)"
294,0,+,"([[213, 1174], [739, 1911], [213, 1911], [739, 1174]], 476, 1542)",+,"([[580, 765], [1103, 1119], [580, 1119], [1103, 765]], 841, 942)"
295,0,+,"([[213, 1171], [739, 1911], [213, 1911], [739, 1171]], 476, 1541)",+,"([[548, 781], [1098, 1111], [548, 1111], [1098, 781]], 823, 946)"
296,0,+,"([[211, 1174], [740, 1911], [211, 1911], [740, 1174]], 475, 1542)",+,"([[542, 778], [1104, 1088], [542, 1088], [1104, 778]], 823, 933)"
297,0,+,"([[210, 1173], [739, 1911], [210, 1911], [739, 1173]], 474, 1542)",+,"([[543, 788], [1102, 1068], [543, 1068], [1102, 788]], 822, 928)"
298,0,+,"([[208, 1177], [739, 1911], [208, 1911], [739, 1177]], 473, 1544)",+,"([[538, 777], [1100, 1041], [538, 1041], [1100, 777]], 819, 909)"
299,0,+,"([[206, 1180], [740, 1912], [206, 1912], [740, 1180]], 473, 1546)",+,"([[530, 789], [1060, 1057], [530, 1057], [1060, 789]], 795, 923)"
300,0,+,"([[205, 1178], [740, 1913], [205, 1913], [740, 1178]], 472, 1545)",+,"([[531, 780], [1053, 1074], [531, 1074], [1053, 780]], 792, 927)"
301,0,+,"([[204, 1176], [740, 1913], [204, 1913], [740, 1176]], 472, 1544)",+,"([[533, 771], [1031, 1099], [533, 1099], [1031, 771]], 782, 935)"
302,0,+,"([[205, 1170], [740, 1912], [205, 1912], [740, 1170]], 472, 1541)",+,"([[519, 771], [1015, 1110], [519, 1110], [1015, 771]], 767, 940)"
303,0,+,"([[205, 1166], [740, 1913], [205, 1913], [740, 1166]], 472, 1539)",+,"([[501, 764], [1009, 1115], [501, 1115], [1009, 764]], 755, 939)"
304,0,+,"([[203, 1163], [739, 1913], [203, 1913], [739, 1163]], 471, 1538)",+,"([[486, 761], [1009, 1112], [486, 1112], [1009, 761]], 747, 936)"
305,0,+,"([[204, 1165], [740, 1914], [204, 1914], [740, 1165]], 472, 1539)",+,"([[480, 756], [1004, 1091], [480, 1091], [1004, 756]], 742, 923)"
306,0,+,"([[204, 1172], [740, 1913], [204, 1913], [740, 1172]], 472, 1542)",+,"([[472, 749], [997, 1076], [472, 1076], [997, 749]], 734, 912)"
307,0,+,"([[204, 1170], [740, 1914], [204, 1914], [740, 1170]], 472, 1542)",+,"([[467, 737], [996, 1058], [467, 1058], [996, 737]], 731, 897)"
308,0,+,"([[204, 1165], [740, 1914], [204, 1914], [740, 1165]], 472, 1539)",+,"([[467, 734], [994, 1058], [467, 1058], [994, 734]], 730, 896)"
309,0,+,"([[203, 1168], [740, 1914], [203, 1914], [740, 1168]], 471, 1541)",+,"([[460, 744], [982, 1067], [460, 1067], [982, 744]], 721, 905)"
310,0,+,"([[201, 1164], [740, 1913], [201, 1913], [740, 1164]], 470, 1538)",+,"([[448, 756], [975, 1069], [448, 1069], [975, 756]], 711, 912)"
311,0,+,"([[201, 1163], [740, 1913], [201, 1913], [740, 1163]], 470, 1538)",+,"([[428, 769], [958, 1071], [428, 1071], [958, 769]], 693, 920)"
312,0,+,"([[200, 1161], [740, 1913], [200, 1913], [740, 1161]], 470, 1537)",+,"([[421, 779], [955, 1067], [421, 1067], [955, 779]], 688, 923)"
313,0,+,"([[200, 1159], [740, 1912], [200, 1912], [740, 1159]], 470, 1535)",+,"([[418, 796], [942, 1066], [418, 1066], [942, 796]], 680, 931)"
314,0,+,"([[200, 1156], [740, 1911], [200, 1911], [740, 1156]], 470, 1533)",+,"([[409, 797], [934, 1071], [409, 1071], [934, 797]], 671, 934)"
315,0,+,"([[198, 1157], [741, 1911], [198, 1911], [741, 1157]], 469, 1534)",+,"([[406, 807], [923, 1073], [406, 1073], [923, 807]], 664, 940)"
316,0,+,"([[197, 1159], [740, 1911], [197, 1911], [740, 1159]], 468, 1535)",+,"([[407, 805], [907, 1068], [407, 1068], [907, 805]], 657, 936)"
317,0,+,"([[196, 1162], [740, 1913], [196, 1913], [740, 1162]], 468, 1537)",+,"([[409, 814], [886, 1079], [409, 1079], [886, 814]], 647, 946)"
318,0,+,"([[195, 1161], [740, 1913], [195, 1913], [740, 1161]], 467, 1537)",+,"([[412, 811], [881, 1088], [412, 1088], [881, 811]], 646, 949)"
319,0,+,"([[194, 1160], [740, 1912], [194, 1912], [740, 1160]], 467, 1536)",+,"([[423, 801], [881, 1086], [423, 1086], [881, 801]], 652, 943)"
320,0,+,"([[195, 1158], [740, 1912], [195, 1912], [740, 1158]], 467, 1535)",+,"([[427, 774], [882, 1085], [427, 1085], [882, 774]], 654, 929)"
321,0,+,"([[194, 1161], [739, 1912], [194, 1912], [739, 1161]], 466, 1536)",+,"([[431, 763], [880, 1078], [431, 1078], [880, 763]], 655, 920)"
322,0,+,"([[193, 1158], [738, 1910], [193, 1910], [738, 1158]], 465, 1534)",+,"([[424, 756], [874, 1077], [424, 1077], [874, 756]], 649, 916)"
323,0,+,"([[194, 1157], [738, 1910], [194, 1910], [738, 1157]], 466, 1533)",+,"([[433, 750], [872, 1073], [433, 1073], [872, 750]], 652, 911)"
324,0,+,"([[193, 1158], [739, 1911], [193, 1911], [739, 1158]], 466, 1534)",+,"([[437, 742], [865, 1078], [437, 1078], [865, 742]], 651, 910)"
325,0,+,"([[193, 1156], [739, 1911], [193, 1911], [739, 1156]], 466, 1533)",+,"([[435, 741], [859, 1067], [435, 1067], [859, 741]], 647, 904)"
326,0,+,"([[192, 1158], [737, 1910], [192, 1910], [737, 1158]], 464, 1534)",+,"([[427, 738], [868, 1066], [427, 1066], [868, 738]], 647, 902)"
327,0,+,"([[190, 1158], [738, 1911], [190, 1911], [738, 1158]], 464, 1534)",+,"([[408, 744], [869, 1067], [408, 1067], [869, 744]], 638, 905)"
328,0,+,"([[192, 1157], [737, 1910], [192, 1910], [737, 1157]], 464, 1533)",+,"([[402, 749], [864, 1074], [402, 1074], [864, 749]], 633, 911)"
329,0,+,"([[193, 1157], [737, 1910], [193, 1910], [737, 1157]], 465, 1533)",+,"([[396, 749], [865, 1072], [396, 1072], [865, 749]], 630, 910)"
330,0,+,"([[193, 1156], [738, 1909], [193, 1909], [738, 1156]], 465, 1532)",+,"([[398, 758], [857, 1080], [398, 1080], [857, 758]], 627, 919)"
331,0,+,"([[191, 1155], [737, 1909], [191, 1909], [737, 1155]], 464, 1532)",+,"([[397, 763], [854, 1089], [397, 1089], [854, 763]], 625, 926)"
332,0,+,"([[190, 1153], [737, 1909], [190, 1909], [737, 1153]], 463, 1531)",+,"([[407, 761], [850, 1084], [407, 1084], [850, 761]], 628, 922)"
333,0,+,"([[190, 1155], [737, 1909], [190, 1909], [737, 1155]], 463, 1532)",+,"([[403, 757], [855, 1087], [403, 1087], [855, 757]], 629, 922)"
334,0,+,"([[191, 1156], [738, 1908], [191, 1908], [738, 1156]], 464, 1532)",+,"([[409, 756], [858, 1083], [409, 1083], [858, 756]], 633, 919)"
335,0,+,"([[191, 1155], [738, 1909], [191, 1909], [738, 1155]], 464, 1532)",+,"([[402, 753], [849, 1081], [402, 1081], [849, 753]], 625, 917)"
336,0,+,"([[191, 1156], [738, 1909], [191, 1909], [738, 1156]], 464, 1532)",+,"([[403, 751], [849, 1083], [403, 1083], [849, 751]], 626, 917)"
337,0,+,"([[190, 1156], [738, 1909], [190, 1909], [738, 1156]], 464, 1532)",+,"([[403, 751], [851, 1081], [403, 1081], [851, 751]], 627, 916)"
338,0,+,"([[191, 1157], [737, 1908], [191, 1908], [737, 1157]], 464, 1532)",+,"([[399, 761], [849, 1084], [399, 1084], [849, 761]], 624, 922)"
339,0,+,"([[191, 1156], [738, 1908], [191, 1908], [738, 1156]], 464, 1532)",+,"([[412, 765], [857, 1065], [412, 1065], [857, 765]], 634, 915)"
340,0,+,"([[192, 1156], [739, 1908], [192, 1908], [739, 1156]], 465, 1532)",+,"([[397, 768], [860, 1093], [397, 1093], [860, 768]], 628, 930)"
341,0,+,"([[192, 1158], [738, 1908], [192, 1908], [738, 1158]], 465, 1533)",+,"([[374, 779], [858, 1101], [374, 1101], [858, 779]], 616, 940)"
342,0,+,"([[191, 1156], [737, 1907], [191, 1907], [737, 1156]], 464, 1531)",+,"([[372, 784], [851, 1097], [372, 1097], [851, 784]], 611, 940)"
343,0,+,"([[193, 1154], [739, 1906], [193, 1906], [739, 1154]], 466, 1530)",+,"([[370, 781], [844, 1104], [370, 1104], [844, 781]], 607, 942)"
344,0,+,"([[192, 1156], [739, 1907], [192, 1907], [739, 1156]], 465, 1531)",+,"([[372, 777], [844, 1108], [372, 1108], [844, 777]], 608, 942)"
345,0,+,"([[194, 1157], [740, 1909], [194, 1909], [740, 1157]], 467, 1533)",+,"([[374, 784], [836, 1106], [374, 1106], [836, 784]], 605, 945)"
346,0,+,"([[195, 1156], [740, 1909], [195, 1909], [740, 1156]], 467, 1532)",+,"([[376, 789], [833, 1112], [376, 1112], [833, 789]], 604, 950)"
347,0,+,"([[195, 1157], [740, 1909], [195, 1909], [740, 1157]], 467, 1533)",+,"([[376, 792], [829, 1114], [376, 1114], [829, 792]], 602, 953)"
348,0,+,"([[196, 1158], [739, 1909], [196, 1909], [739, 1158]], 467, 1533)",+,"([[378, 792], [824, 1118], [378, 1118], [824, 792]], 601, 955)"
349,0,+,"([[196, 1156], [740, 1909], [196, 1909], [740, 1156]], 468, 1532)",+,"([[379, 790], [823, 1120], [379, 1120], [823, 790]], 601, 955)"
350,0,+,"([[195, 1154], [740, 1908], [195, 1908], [740, 1154]], 467, 1531)",+,"([[380, 793], [820, 1121], [380, 1121], [820, 793]], 600, 957)"
351,0,+,"([[195, 1154], [740, 1908], [195, 1908], [740, 1154]], 467, 1531)",+,"([[384, 792], [820, 1120], [384, 1120], [820, 792]], 602, 956)"
352,0,+,"([[195, 1154], [740, 1909], [195, 1909], [740, 1154]], 467, 1531)",+,"([[389, 792], [822, 1115], [389, 1115], [822, 792]], 605, 953)"
353,0,+,"([[195, 1153], [740, 1908], [195, 1908], [740, 1153]], 467, 1530)",+,"([[390, 786], [827, 1113], [390, 1113], [827, 786]], 608, 949)"
